id,year_birth,consumer_seg,region,cltv,activation_dt,recency,device_type,data_rev_6mths,voice_rev_6mths,tot_rev_6mths,total_purchases,total_engagements,digital_channel_purchases,ussd_channel_purchases,other_channels_purchases,PrevResponseCnt,complaint_cnt,response
6336,1960,Youth Seg,North,29315,2014-04-06,55,Non Smartphone,15,29,48,6,6,2,4,0,0,0,0
1160,1970,Youth Seg,North,13260,2013-08-23,48,Non Smartphone,13,29,49,6,8,3,3,0,0,0,0
6398,1974,Youth Seg,North,18393,2014-03-29,2,Non Smartphone,17,29,50,6,8,3,3,0,0,0,0
1448,1963,Mass Mkt Seg,North,33562,2014-06-25,33,Non Smartphone,33,15,51,6,4,2,4,0,0,0,0
6182,1984,Youth Seg,Lagos,26646,2014-02-10,26,Non Smartphone,15,33,53,6,6,2,4,0,0,0,0
4333,1954,Youth Seg,Lagos,32144,2014-03-23,76,Non Smartphone,41,10,54,6,7,2,3,1,1,0,0
3665,1977,Youth Seg,Lagos,25315,2013-11-07,46,Non Smartphone,10,22,54,6,8,3,3,0,0,0,0
8079,1982,Youth Seg,North,22448,2014-02-26,86,Non Smartphone,4,33,55,6,3,2,3,1,0,0,0
4328,1986,Youth Seg,North,21955,2013-09-07,81,Non Smartphone,6,38,55,6,6,2,3,1,0,0,0
4227,1968,Mass Mkt Seg,Lagos,32889,2013-09-06,78,Non Smartphone,28,19,55,6,5,2,3,1,0,0,0
1321,1974,Youth Seg,North,26067,2013-11-04,49,Non Smartphone,24,20,56,6,8,3,3,0,0,0,0
6507,1980,Youth Seg,West,30828,2013-10-04,16,Non Smartphone,27,17,56,6,3,1,4,1,0,0,0
6197,1962,HV seg,West,27238,2013-04-20,39,Non Smartphone,37,17,57,6,9,3,3,0,0,0,0
3559,1988,Youth Seg,North,16248,2014-05-10,77,Non Smartphone,23,25,57,6,6,2,3,1,0,0,0
10641,1978,Youth Seg,West,7500,2012-12-27,5,Non Smartphone,11,21,57,6,6,2,3,1,0,0,0
7937,1982,Youth Seg,North,24711,2014-04-18,86,Smartphone,17,34,58,6,7,3,3,0,0,0,0
6471,1971,Mass Mkt Seg,West,36230,2013-10-17,17,Non Smartphone,16,40,59,6,5,2,4,0,0,0,0
2589,1972,Youth Seg,East,26759,2014-02-07,65,Non Smartphone,28,29,59,6,6,2,3,1,0,0,0
9014,1975,Youth Seg,North,37085,2014-06-26,65,Non Smartphone,40,18,61,6,8,3,3,0,0,0,0
4988,1948,HV seg,North,34469,2014-05-04,58,Non Smartphone,25,25,62,6,4,1,4,1,0,0,0
5237,1950,HV seg,West,48767,2014-01-01,79,Non Smartphone,29,24,63,6,5,2,3,1,0,0,0
7007,1968,Mass Mkt Seg,North,29543,2014-04-01,47,Non Smartphone,20,25,63,6,7,3,2,1,0,0,0
6919,1978,Youth Seg,North,26224,2013-06-04,39,Non Smartphone,11,37,63,6,6,2,3,1,0,0,0
2488,1956,Youth Seg,East,31395,2013-03-23,80,Non Smartphone,24,33,64,6,6,2,3,1,0,0,0
8420,1970,Youth Seg,North,15315,2013-08-03,27,Smartphone,11,36,64,6,5,2,4,0,0,0,0
4055,1992,Youth Seg,West,18746,2014-05-29,41,Non Smartphone,12,32,64,6,6,3,3,0,0,0,0
10065,1970,Youth Seg,North,15315,2013-08-03,27,Smartphone,11,36,64,6,5,2,4,0,0,0,0
5835,1976,HV seg,East,14849,2013-07-02,39,Non Smartphone,23,33,65,6,8,2,4,0,0,0,0
6856,1979,Youth Seg,Lagos,21645,2012-09-03,75,Non Smartphone,14,32,65,6,9,3,3,0,0,0,1
8700,1986,Youth Seg,West,14906,2012-12-22,86,Smartphone,14,37,66,6,7,2,3,1,0,0,0
8933,1983,Youth Seg,North,32146,2014-05-12,16,Non Smartphone,29,34,66,6,6,2,4,0,0,0,0
10270,1981,Youth Seg,North,35523,2013-10-03,8,Non Smartphone,16,39,66,6,7,3,3,0,0,0,0
5223,1966,Mass Mkt Seg,Lagos,45903,2014-04-23,80,Smartphone,41,22,66,6,4,2,3,1,0,0,0
4725,1950,HV seg,Lagos,50616,2014-04-13,71,Smartphone,32,26,67,6,2,1,4,1,0,0,0
4557,1970,Youth Seg,Lagos,22070,2013-10-04,11,Non Smartphone,17,29,67,6,6,2,2,2,0,0,0
2639,1966,Youth Seg,West,43602,2014-01-10,45,Non Smartphone,24,25,68,6,6,3,2,1,0,0,0
4927,1971,Youth Seg,Lagos,16626,2014-01-15,76,Non Smartphone,11,44,68,6,9,3,3,0,0,0,0
11187,1978,Youth Seg,West,26487,2013-05-20,23,Non Smartphone,10,36,69,6,5,2,3,1,0,0,0
2634,1979,Mass Mkt Seg,West,16653,2014-04-18,10,Non Smartphone,12,50,69,6,6,2,3,1,0,0,1
4992,1975,Mass Mkt Seg,Lagos,17459,2013-09-19,12,Non Smartphone,10,29,69,6,7,3,2,1,0,0,1
8975,1968,Youth Seg,North,19514,2014-01-26,47,Non Smartphone,17,24,69,6,8,3,2,1,1,0,0
89,1975,Youth Seg,North,22212,2013-12-09,49,Non Smartphone,14,34,69,6,6,2,4,0,0,0,0
9671,1968,Youth Seg,North,19514,2014-01-26,47,Non Smartphone,17,24,69,6,8,3,2,1,1,0,1
10680,1986,Youth Seg,Lagos,33235,2014-02-05,71,Non Smartphone,45,19,70,6,7,3,3,0,0,0,0
9974,1974,Youth Seg,North,30631,2013-07-12,75,Non Smartphone,21,29,70,6,7,3,2,1,0,0,0
3645,1972,HV seg,West,27213,2012-08-30,19,Non Smartphone,22,45,70,6,8,2,4,0,0,0,1
5967,1952,Youth Seg,Lagos,33402,2013-07-18,60,Non Smartphone,28,34,70,6,8,2,3,1,0,0,0
10509,1955,Mass Mkt Seg,West,36927,2014-06-02,46,Non Smartphone,51,16,71,6,8,3,3,0,0,0,0
833,1955,Mass Mkt Seg,North,38452,2014-03-30,62,Non Smartphone,56,14,72,6,7,3,3,0,0,0,0
3565,1955,Mass Mkt Seg,North,38452,2014-03-30,62,Non Smartphone,56,14,72,6,7,3,3,0,0,0,0
9080,1972,HV seg,West,38578,2013-06-22,2,Non Smartphone,42,28,73,6,8,3,3,0,0,0,0
3865,1977,Youth Seg,Lagos,20981,2013-04-30,14,Smartphone,14,29,73,6,8,3,2,1,0,0,1
1519,1972,HV seg,West,38578,2013-06-22,2,Non Smartphone,42,28,73,6,8,3,3,0,0,0,1
523,1989,Youth Seg,North,37155,2013-01-31,51,Non Smartphone,23,48,74,6,5,2,4,0,0,0,0
7842,1968,Youth Seg,West,36065,2013-03-31,54,Non Smartphone,25,46,74,6,8,3,3,0,0,0,0
10242,1966,HV seg,Lagos,47472,2013-09-16,39,Non Smartphone,56,11,75,6,5,2,4,0,0,0,0
2005,1990,Youth Seg,North,35765,2013-12-11,86,Non Smartphone,25,35,75,6,6,2,4,0,0,0,0
5802,1972,Youth Seg,North,14188,2013-02-28,40,Smartphone,9,39,75,6,6,2,4,0,0,0,0
7892,1969,Youth Seg,West,18589,2013-01-02,89,Smartphone,10,52,75,6,7,2,3,1,0,0,0
4186,1950,Youth Seg,Lagos,34026,2013-08-05,11,Non Smartphone,24,35,76,6,5,2,3,1,0,0,0
7527,1968,Mass Mkt Seg,East,23748,2012-11-21,97,Non Smartphone,12,56,76,6,8,2,3,1,0,0,0
2952,1977,Mass Mkt Seg,West,36273,2014-04-16,80,Non Smartphone,32,35,76,6,6,3,3,0,0,0,0
7628,1973,Youth Seg,North,43050,2014-03-18,10,Non Smartphone,35,33,76,6,5,2,4,0,0,0,0
1419,1950,Youth Seg,Lagos,34026,2013-08-05,11,Non Smartphone,24,35,76,6,5,2,3,1,0,0,0
304,1981,Mass Mkt Seg,West,22944,2013-12-23,67,Non Smartphone,22,28,76,6,7,3,3,0,0,0,0
6387,1976,HV seg,Lagos,52190,2014-05-08,39,Non Smartphone,42,17,77,6,5,2,3,1,1,0,0
10542,1968,HV seg,North,36778,2012-08-05,63,Non Smartphone,33,40,77,6,9,3,3,0,0,0,0
2157,1972,Youth Seg,Lagos,26290,2013-01-12,49,Non Smartphone,23,32,77,6,6,2,4,0,0,0,0
9668,1971,Youth Seg,North,18793,2013-01-12,14,Non Smartphone,20,37,77,6,8,2,4,0,0,0,0
7685,1978,Youth Seg,North,33039,2013-09-09,4,Non Smartphone,38,28,78,6,5,2,4,0,0,0,0
3276,1976,Youth Seg,Lagos,36301,2013-10-25,53,Non Smartphone,23,43,78,6,7,3,3,0,0,0,0
9829,1978,Youth Seg,Lagos,28587,2014-02-12,42,Non Smartphone,26,39,78,6,6,2,4,0,0,0,0
2428,1970,Youth Seg,North,28164,2013-05-04,23,Non Smartphone,21,45,78,6,7,2,4,0,0,0,0
6310,1978,Youth Seg,North,33039,2013-09-09,4,Non Smartphone,38,28,78,6,5,2,4,0,0,0,0
6504,1975,Youth Seg,Lagos,19789,2013-11-20,24,Non Smartphone,7,43,78,6,5,2,3,1,1,0,0
5346,1973,Youth Seg,North,23559,2013-07-03,87,Non Smartphone,30,26,79,6,7,3,3,0,0,0,0
7301,1982,Youth Seg,West,23616,2012-11-17,76,Non Smartphone,26,21,79,6,8,3,3,0,0,0,1
6205,1967,Mass Mkt Seg,West,32557,2014-02-24,13,Non Smartphone,37,33,80,6,5,2,3,1,0,0,1
10755,1976,Youth Seg,North,23718,2013-09-02,76,Non Smartphone,9,36,81,6,7,3,2,1,0,0,0
2371,1972,Youth Seg,North,33622,2013-04-13,22,Non Smartphone,40,29,81,6,7,2,4,0,0,0,0
9727,1957,Youth Seg,North,23539,2014-02-28,13,Smartphone,28,28,81,6,6,2,4,0,0,0,0
3798,1968,Youth Seg,North,41120,2013-11-06,80,Non Smartphone,26,31,81,6,6,2,3,1,0,0,0
4712,1991,Youth Seg,Lagos,20193,2012-11-28,18,Smartphone,16,57,82,6,4,1,4,1,0,0,0
1250,1976,Youth Seg,West,37697,2014-02-07,82,Non Smartphone,40,36,84,6,6,2,3,1,0,0,0
1998,1976,Youth Seg,West,37697,2014-02-07,82,Non Smartphone,40,36,84,6,6,2,3,1,0,0,0
5316,1976,Mass Mkt Seg,Lagos,21024,2013-07-04,89,Smartphone,40,26,84,6,7,2,4,0,0,0,0
11114,1970,Youth Seg,Lagos,19656,2013-02-08,94,Non Smartphone,29,23,84,6,7,2,3,1,0,0,0
7004,1984,Youth Seg,West,11012,2013-03-16,82,Non Smartphone,27,34,84,6,9,3,2,1,1,0,0
8414,1962,HV seg,West,33419,2013-08-17,76,Smartphone,56,12,86,6,7,2,4,0,0,0,0
8443,1972,Youth Seg,West,24762,2014-02-10,16,Non Smartphone,16,30,86,6,8,3,2,1,1,0,1
4220,1970,HV seg,North,59892,2013-11-02,26,Smartphone,73,14,87,6,3,2,3,1,0,0,0
4370,1966,Youth Seg,Lagos,43482,2013-11-13,83,Non Smartphone,19,41,88,6,6,2,4,0,0,0,0
10609,1962,HV seg,North,42769,2013-10-12,15,Smartphone,71,17,88,6,4,1,4,1,0,0,0
11188,1957,Youth Seg,Lagos,26091,2014-02-25,84,Non Smartphone,25,44,89,6,5,2,3,1,0,0,0
3152,1957,Youth Seg,Lagos,26091,2014-02-25,84,Non Smartphone,25,44,89,6,5,2,3,1,0,0,0
10812,1978,HV seg,North,46377,2014-03-01,89,Non Smartphone,37,53,90,6,4,2,3,1,0,0,0
3381,1953,Mass Mkt Seg,North,54348,2014-06-08,51,Non Smartphone,70,16,90,6,6,2,4,0,0,0,0
2918,1981,Youth Seg,East,28510,2013-04-13,72,Non Smartphone,49,23,91,6,5,2,4,0,0,0,0
9140,1960,Youth Seg,Lagos,50523,2013-12-25,89,Non Smartphone,55,35,91,6,6,2,4,0,0,0,0
5371,1989,Youth Seg,West,21474,2014-04-08,0,Non Smartphone,22,35,91,6,7,3,2,1,1,0,1
1324,1988,Youth Seg,North,38872,2013-05-30,93,Non Smartphone,26,43,91,6,8,3,3,0,0,0,0
5734,1974,HV seg,North,61917,2013-11-20,83,Non Smartphone,50,40,91,6,5,2,4,0,0,0,0
10470,1979,Mass Mkt Seg,North,40662,2013-03-15,0,Non Smartphone,42,27,92,6,4,2,3,1,0,0,0
2544,1951,Mass Mkt Seg,East,57530,2013-10-12,68,Smartphone,51,40,92,6,1,1,4,1,0,0,0
7393,1978,Youth Seg,Lagos,41580,2012-12-10,15,Non Smartphone,61,28,92,6,5,2,3,1,0,0,0
9923,1972,Mass Mkt Seg,West,46423,2013-09-18,6,Non Smartphone,68,16,92,6,7,2,4,0,0,0,0
67,1972,Mass Mkt Seg,West,46423,2013-09-18,6,Non Smartphone,68,16,92,6,7,2,4,0,0,0,0
10699,1985,Youth Seg,North,44322,2014-06-16,30,Non Smartphone,46,43,92,6,8,3,3,0,0,0,0
1880,1959,HV seg,Lagos,53537,2014-01-30,17,Non Smartphone,81,6,93,6,5,2,3,1,0,0,0
1072,1965,HV seg,West,40760,2013-08-30,64,Smartphone,70,17,93,6,6,2,3,1,0,0,0
4376,1960,Youth Seg,West,32218,2014-02-15,27,Smartphone,34,29,93,6,7,2,3,1,1,0,1
3706,1978,Youth Seg,West,28647,2013-08-21,54,Non Smartphone,27,41,94,6,7,2,2,2,1,0,1
9706,1974,HV seg,West,31560,2013-06-24,98,Non Smartphone,63,24,94,6,8,2,3,1,0,0,0
3308,1952,Youth Seg,North,35704,2014-01-03,54,Non Smartphone,39,25,94,6,4,2,4,0,0,0,0
4487,1969,Mass Mkt Seg,West,39858,2013-01-24,67,Non Smartphone,35,34,95,6,6,2,4,0,0,0,1
1131,1967,HV seg,West,52569,2014-04-05,54,Smartphone,85,3,95,6,3,2,4,0,0,0,0
1991,1967,Youth Seg,Lagos,44931,2014-01-18,0,Smartphone,78,11,96,6,5,2,3,1,0,0,0
9736,1980,Youth Seg,North,41850,2012-12-24,51,Non Smartphone,58,34,96,6,8,3,3,0,0,0,0
1523,1973,Youth Seg,North,59041,2014-05-07,25,Non Smartphone,71,19,96,6,5,2,4,0,0,0,0
5079,1971,Youth Seg,North,,2013-03-03,82,Non Smartphone,72,16,97,6,8,2,3,1,0,0,0
7458,1956,Mass Mkt Seg,Lagos,34941,2013-03-06,26,Non Smartphone,41,32,97,6,8,3,3,0,0,0,0
2061,1955,Youth Seg,North,50737,2013-05-11,61,Smartphone,78,11,99,6,6,2,4,0,1,0,0
10637,1964,Youth Seg,North,40800,2013-01-01,77,Non Smartphone,24,65,99,6,7,3,3,0,0,1,0
10967,1963,Youth Seg,East,33378,2013-02-06,38,Non Smartphone,39,50,99,6,7,2,4,0,0,0,0
10212,1986,Mass Mkt Seg,Lagos,42386,2013-01-13,43,Non Smartphone,69,20,100,6,8,3,3,0,0,0,0
10001,1985,Youth Seg,Lagos,7500,2012-08-01,98,Non Smartphone,22,44,100,6,9,2,3,1,0,0,0
9738,1986,Mass Mkt Seg,Lagos,42386,2013-01-13,43,Non Smartphone,69,20,100,6,8,3,3,0,0,0,0
6103,1948,Youth Seg,North,42192,2013-09-06,40,Smartphone,55,38,100,6,4,2,3,1,0,0,0
5093,1974,HV seg,East,25509,2012-09-18,15,Non Smartphone,43,47,101,6,9,3,3,0,0,0,1
4832,1979,Youth Seg,North,27244,2014-03-07,84,Non Smartphone,11,44,101,6,7,2,2,2,0,0,0
8524,1974,HV seg,East,25509,2012-09-18,15,Non Smartphone,43,47,101,6,9,3,3,0,0,0,1
10477,1973,HV seg,Lagos,39435,2013-08-06,16,Non Smartphone,71,18,102,6,7,3,2,1,0,0,0
954,1960,Youth Seg,East,22123,2014-03-27,77,Smartphone,6,65,102,6,5,2,3,1,0,0,0
1920,1972,Youth Seg,North,40321,2013-07-29,59,Non Smartphone,48,27,102,6,7,3,3,0,0,0,0
2392,1972,Youth Seg,North,40321,2013-07-29,59,Non Smartphone,48,27,102,6,7,3,3,0,0,0,0
1970,1968,Mass Mkt Seg,Lagos,34053,2012-09-10,14,Smartphone,63,28,103,6,8,3,3,0,0,0,0
3469,1977,HV seg,East,34487,2012-09-06,94,Non Smartphone,37,58,103,6,9,3,3,0,0,0,0
7912,1978,Youth Seg,North,38136,2013-04-22,69,Non Smartphone,23,47,103,6,8,3,2,1,1,0,0
6710,1951,Mass Mkt Seg,West,58217,2012-11-17,84,Non Smartphone,69,21,103,6,6,2,4,0,0,0,0
3745,1988,Youth Seg,North,23331,2012-09-04,92,Non Smartphone,41,17,103,6,8,3,3,0,0,0,0
7620,1990,Youth Seg,West,16185,2013-08-05,71,Non Smartphone,16,45,106,6,8,2,2,2,0,0,0
9579,1959,HV seg,North,33762,2013-07-07,61,Non Smartphone,54,36,106,6,8,2,2,2,0,0,0
10380,1972,Mass Mkt Seg,North,37787,2013-09-20,50,Non Smartphone,41,47,106,6,8,3,3,0,0,0,0
6263,1968,Youth Seg,Lagos,35322,2012-08-22,34,Non Smartphone,37,56,106,6,8,2,4,0,0,0,0
6609,1966,Youth Seg,East,27038,2012-09-18,64,Smartphone,27,65,107,6,9,3,3,0,0,0,1
1640,1954,Youth Seg,East,64587,2014-06-22,49,Non Smartphone,66,22,108,6,3,1,4,1,0,0,0
10629,1973,Youth Seg,North,,2012-09-14,25,Non Smartphone,28,64,109,6,8,3,3,0,0,0,0
7998,1958,Youth Seg,Lagos,28087,2012-12-11,77,Non Smartphone,61,30,112,6,7,2,2,2,0,0,0
979,1975,Youth Seg,West,33249,2013-02-20,11,Non Smartphone,16,54,112,6,6,2,3,1,0,0,0
1388,1975,Youth Seg,West,33249,2013-02-20,11,Non Smartphone,16,54,112,6,6,2,3,1,0,0,0
9739,1963,Youth Seg,West,34377,2013-01-19,55,Smartphone,62,26,114,6,7,2,2,2,0,0,0
1755,1988,Youth Seg,Lagos,45204,2014-04-11,93,Non Smartphone,41,55,114,6,3,1,4,1,0,0,0
2286,1962,Youth Seg,West,50785,2013-09-10,27,Non Smartphone,65,22,114,6,6,2,3,1,0,0,0
2066,1949,Youth Seg,Lagos,38823,2012-08-30,56,Smartphone,70,21,114,6,6,2,3,1,0,0,0
10352,1963,Youth Seg,East,34213,2012-09-07,2,Non Smartphone,54,37,117,6,9,3,2,1,0,0,1
641,1967,Youth Seg,West,52074,2014-04-04,77,Smartphone,59,12,119,6,4,2,2,2,1,0,0
8008,1983,Youth Seg,Lagos,36075,2013-12-09,54,Non Smartphone,46,43,119,6,6,2,4,0,0,0,0
6379,1949,Mass Mkt Seg,East,47570,2013-05-29,3,Non Smartphone,68,22,121,6,7,2,2,2,0,0,1
4754,1966,Mass Mkt Seg,North,33585,2013-09-25,91,Smartphone,41,52,122,6,4,2,4,0,0,0,0
574,1964,Youth Seg,North,42523,2014-04-23,96,Smartphone,50,40,125,6,2,1,4,1,0,0,0
3266,1964,Youth Seg,North,42523,2014-04-23,96,Smartphone,50,40,125,6,2,1,4,1,0,0,0
538,1989,Youth Seg,West,46107,2014-02-10,78,Non Smartphone,40,52,125,6,3,1,4,1,0,0,0
6673,1965,Youth Seg,West,23478,2013-03-19,51,Smartphone,34,56,129,6,8,3,3,0,0,0,0
5048,1971,HV seg,West,42767,2013-05-11,53,Non Smartphone,26,67,131,6,8,3,2,1,0,0,0
2278,1985,Youth Seg,West,33812,2012-11-03,86,Non Smartphone,21,73,133,6,6,2,3,1,0,0,0
3969,1974,Mass Mkt Seg,Lagos,43018,2013-11-01,46,Smartphone,39,30,133,6,5,2,2,2,0,0,0
5123,1951,Mass Mkt Seg,North,27450,2013-04-15,57,Smartphone,49,42,143,6,7,2,3,1,0,0,0
2230,1970,HV seg,North,23626,2014-05-24,84,Non Smartphone,29,14,43,7,5,3,3,1,0,0,0
3623,1976,Youth Seg,Lagos,21675,2014-06-11,55,Non Smartphone,4,37,45,7,7,4,3,0,0,0,0
1135,1960,Mass Mkt Seg,Lagos,17144,2014-02-15,96,Non Smartphone,20,21,47,7,7,3,4,0,0,0,0
24,1960,Mass Mkt Seg,Lagos,17144,2014-02-15,96,Non Smartphone,20,21,47,7,7,3,4,0,0,0,0
10032,1976,Youth Seg,East,12571,2014-01-18,86,Non Smartphone,8,28,53,7,6,3,3,1,0,0,0
10031,1976,HV seg,North,16927,2013-02-10,50,Non Smartphone,22,27,53,7,8,3,4,0,0,0,0
10659,1979,Youth Seg,Lagos,7500,2013-05-07,7,Non Smartphone,10,22,53,7,7,3,2,2,0,0,0
10262,1980,Youth Seg,North,15072,2013-05-10,96,Non Smartphone,10,25,53,7,5,3,3,1,0,0,0
9986,1982,Youth Seg,Lagos,19444,2014-02-22,8,Non Smartphone,16,28,54,7,7,4,2,1,0,0,1
7297,1973,Youth Seg,West,7500,2013-12-26,54,Non Smartphone,8,29,57,7,7,3,3,1,0,0,0
5294,1989,Youth Seg,West,18358,2013-11-20,49,Non Smartphone,14,39,57,7,7,3,4,0,0,0,0
2958,1978,Youth Seg,North,28442,2014-02-24,53,Non Smartphone,22,29,57,7,4,2,4,1,0,0,0
5726,1983,Mass Mkt Seg,West,31788,2014-03-20,15,Non Smartphone,23,31,60,7,5,3,4,0,0,1,0
8523,1968,Youth Seg,North,19329,2013-12-14,39,Non Smartphone,25,30,60,7,8,4,3,0,0,0,0
4961,1974,Mass Mkt Seg,Lagos,21255,2014-01-21,56,Non Smartphone,29,29,61,7,4,2,4,1,0,0,0
1100,1960,Mass Mkt Seg,Lagos,41275,2014-03-24,33,Non Smartphone,28,24,61,7,5,3,3,1,0,0,0
10613,1958,HV seg,Lagos,37334,2014-02-26,44,Non Smartphone,27,20,62,7,4,3,4,0,0,0,0
9432,1977,Youth Seg,Lagos,666666,2013-06-02,23,Non Smartphone,23,27,62,7,6,3,3,1,0,0,0
5827,1958,Youth Seg,East,35246,2014-04-16,53,Non Smartphone,36,16,62,7,5,3,3,1,0,0,0
8036,1971,Youth Seg,Lagos,26850,2014-04-18,10,Non Smartphone,32,22,63,7,4,2,4,1,0,0,0
1307,1978,Youth Seg,East,41986,2014-02-09,15,Smartphone,32,19,63,7,4,3,4,0,0,0,0
1050,1952,Youth Seg,North,28332,2014-04-30,58,Smartphone,24,32,65,7,2,2,4,1,0,0,0
9491,1984,Youth Seg,Lagos,23976,2013-12-27,68,Non Smartphone,15,26,66,7,7,3,3,1,0,0,0
9481,1976,Youth Seg,North,17148,2014-01-28,80,Non Smartphone,18,34,68,7,8,3,3,1,0,0,0
11121,1981,Youth Seg,North,19419,2012-11-10,76,Non Smartphone,16,47,70,7,9,4,3,0,0,0,0
4692,1976,Youth Seg,North,7500,2012-08-01,19,Non Smartphone,7,32,71,7,9,4,2,1,1,0,1
6678,1989,Youth Seg,Lagos,31928,2014-03-28,5,Non Smartphone,37,30,72,7,7,3,4,0,0,0,0
5287,1973,Youth Seg,North,34961,2014-06-19,77,Non Smartphone,47,31,79,7,7,3,3,1,0,0,0
3537,1981,Youth Seg,Lagos,31089,2012-08-17,57,Non Smartphone,34,41,79,7,8,3,4,0,0,0,0
1734,1968,HV seg,Lagos,40706,2013-01-17,37,Non Smartphone,59,17,81,7,7,3,4,0,0,0,0
905,1986,Youth Seg,East,21846,2013-10-22,38,Non Smartphone,24,34,84,7,8,4,3,0,0,0,0
3839,1958,Youth Seg,West,15056,2013-05-03,76,Non Smartphone,18,30,88,7,5,2,3,2,0,0,0
4867,1968,HV seg,West,38236,2013-09-20,2,Non Smartphone,58,20,88,7,7,3,4,0,0,0,0
92,1988,Youth Seg,East,34176,2014-05-12,12,Non Smartphone,12,57,89,7,6,3,4,0,0,0,0
3312,1988,Youth Seg,West,34176,2014-05-12,12,Non Smartphone,12,57,89,7,6,3,4,0,0,0,0
2740,1958,HV seg,East,33438,2013-09-22,81,Non Smartphone,63,21,90,7,5,2,4,1,0,0,0
6690,1966,Mass Mkt Seg,North,38179,2013-03-14,30,Non Smartphone,42,28,90,7,7,3,3,1,0,0,0
10995,1988,Youth Seg,North,15716,2012-11-12,8,Non Smartphone,21,45,92,7,8,3,4,0,0,1,0
7011,1973,Youth Seg,North,33471,2012-10-12,47,Non Smartphone,45,36,93,7,7,3,4,0,0,0,0
7124,1968,Youth Seg,East,36997,2013-02-01,72,Non Smartphone,47,20,94,7,5,2,4,1,0,0,0
8140,1973,Youth Seg,Lagos,22682,2013-10-03,51,Non Smartphone,24,35,95,7,4,2,4,1,0,0,0
8213,1980,Youth Seg,Lagos,14515,2012-11-09,71,Non Smartphone,10,51,96,7,7,2,3,2,0,0,1
10500,1984,Youth Seg,North,31761,2014-04-05,96,Non Smartphone,20,50,98,7,5,3,4,0,0,0,0
6488,1959,HV seg,North,38829,2014-04-06,86,Smartphone,76,7,99,7,5,3,2,2,0,0,0
6859,1987,Youth Seg,West,29236,2013-10-08,30,Non Smartphone,41,49,99,7,9,4,3,0,0,0,0
10395,1986,Youth Seg,West,8940,2012-08-22,25,Non Smartphone,46,13,101,7,8,3,3,1,0,0,0
6642,1961,Youth Seg,East,27215,2013-01-23,50,Non Smartphone,35,39,102,7,6,2,4,1,0,0,0
4669,1981,Youth Seg,North,24480,2013-02-11,46,Non Smartphone,23,62,102,7,7,3,4,0,0,0,0
7349,1973,Youth Seg,Lagos,9722,2012-10-02,7,Non Smartphone,23,38,103,7,8,3,3,1,0,0,1
7761,1978,Youth Seg,Lagos,38702,2013-08-01,71,Non Smartphone,24,45,109,7,6,3,4,0,0,0,0
4023,1970,Youth Seg,North,22979,2012-09-06,29,Non Smartphone,33,60,115,7,8,3,2,2,0,0,1
5723,1976,HV seg,Lagos,49187,2014-01-11,63,Smartphone,82,34,116,7,2,1,5,1,0,0,0
3783,1959,HV seg,North,52854,2014-03-24,43,Non Smartphone,105,11,116,7,5,2,4,1,0,0,0
4136,1992,Youth Seg,West,7500,2012-12-03,63,Non Smartphone,27,52,119,7,9,3,2,2,0,0,0
5710,1970,Youth Seg,Lagos,40548,2012-10-10,31,Smartphone,110,7,120,7,5,2,4,1,1,0,0
2804,1975,Mass Mkt Seg,West,46098,2012-08-18,86,Non Smartphone,57,27,120,7,8,3,2,2,0,0,1
10703,1975,Mass Mkt Seg,West,46098,2012-08-18,86,Non Smartphone,57,27,120,7,8,3,2,2,0,0,0
9,1975,Mass Mkt Seg,West,46098,2012-08-18,86,Non Smartphone,57,27,120,7,8,3,2,2,0,0,0
2815,1975,Youth Seg,North,33183,2014-02-24,46,Non Smartphone,12,71,120,7,7,4,3,0,0,0,0
6466,1965,HV seg,North,57236,2014-03-12,22,Non Smartphone,105,12,121,7,3,2,4,1,0,0,0
8182,1984,Youth Seg,North,23228,2014-01-05,91,Non Smartphone,56,60,121,7,8,3,4,0,0,0,0
8286,1965,HV seg,Lagos,51717,2013-08-20,55,Smartphone,99,18,122,7,7,3,4,0,1,0,0
5985,1965,Mass Mkt Seg,West,33168,2012-10-13,0,Smartphone,81,38,122,7,7,2,4,1,0,0,0
5939,1971,Youth Seg,Lagos,38232,2014-01-17,84,Non Smartphone,48,41,122,7,5,3,3,1,0,0,0
5455,1971,HV seg,North,32011,2013-08-22,89,Non Smartphone,99,18,122,7,7,2,4,1,0,0,0
9909,1996,Youth Seg,North,7500,2012-11-09,24,Smartphone,21,51,122,7,9,3,3,1,0,0,1
8832,1976,Mass Mkt Seg,Lagos,37509,2012-09-12,24,Non Smartphone,42,76,123,7,7,3,4,0,0,0,0
7244,1951,Youth Seg,West,,2014-01-01,96,Non Smartphone,53,64,124,7,6,2,4,1,0,0,0
4713,1979,HV seg,North,31605,2012-11-22,15,Non Smartphone,74,45,125,7,7,2,4,1,0,0,0
9239,1961,Mass Mkt Seg,North,61923,2013-07-26,94,Smartphone,96,24,126,7,3,2,4,1,0,0,0
4050,1966,Mass Mkt Seg,North,49605,2014-06-21,65,Smartphone,58,61,127,7,3,2,4,1,0,0,0
3270,1978,Youth Seg,Lagos,17117,2013-01-17,96,Non Smartphone,35,86,128,7,9,3,3,1,0,0,0
9635,1983,Mass Mkt Seg,North,35876,2014-04-20,13,Smartphone,68,47,129,7,6,3,3,1,0,0,0
